COD_GERAL;ANO;UF_CODIGO;UF_SIGLA;CARGO_DESCRICAO;CARGO_CODIGO;TIPO_LEGENDA;COLIGACAO_NOME;COLIGACAO_CODIGO;MINIMO;COLIGACAO_COMPOSICAO;COLIGACAO_COMPOSICAO TSE;N PARTIDOS;PARTIDO_NUMERO;PARTIDO_SIGLA;PARTIDO_NOME;VOTOS NOMINAIS;VOTOS LEGENDA;CABECA
1994423100;1994;42;SC;GOVERNADOR;3;COLIGACAO;VIVA SANTA CATARINA;3100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;41;PSD;PARTIDO SOCIAL DEMOCRATICO;0;0;0
1994423100;1994;42;SC;GOVERNADOR;3;COLIGACAO;VIVA SANTA CATARINA;3100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;43;PV;PARTIDO VERDE;0;0;0
1994423100;1994;42;SC;GOVERNADOR;3;COLIGACAO;VIVA SANTA CATARINA;3100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;0;0;0
1994423101;1994;42;SC;GOVERNADOR;3;COLIGACAO;FRENTE DE SANTA CATARINA;3101;101;PC DO B/PDT/PPS/PSB/PSDB/PT;PDT/PT/PPS/PSB/PSDB/PC DO B;6;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0;0;0
1994423101;1994;42;SC;GOVERNADOR;3;COLIGACAO;FRENTE DE SANTA CATARINA;3101;101;PC DO B/PDT/PPS/PSB/PSDB/PT;PDT/PT/PPS/PSB/PSDB/PC DO B;6;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;0;0;0
1994425011;1994;42;SC;SENADOR;5;PARTIDO ISOLADO;NA;5011;11;PPR;PPR;1;11;PPR;PARTIDO PROGRESSISTA REFORMADOR;520012;0;1
1994425101;1994;42;SC;SENADOR;5;COLIGACAO;FRENTE DE SANTA CATARINA;5101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;12;PDT;PARTIDO DEMOCRATICO TRABALHISTA;0;0;0
1994425101;1994;42;SC;SENADOR;5;COLIGACAO;FRENTE DE SANTA CATARINA;5101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;13;PT;PARTIDO DOS TRABALHADORES;917643;0;1
1994425100;1994;42;SC;SENADOR;5;COLIGACAO;VIVA SANTA CATARINA;5100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;949412;0;1
1994425100;1994;42;SC;SENADOR;5;COLIGACAO;VIVA SANTA CATARINA;5100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;17;PTRB;PARTIDO TRABALHISTA RENOVADOR BRASILEIRO;0;0;0
1994425101;1994;42;SC;SENADOR;5;COLIGACAO;FRENTE DE SANTA CATARINA;5101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;21;PCB;PARTIDO COMUNISTA BRASILEIRO;0;0;0
1994425022;1994;42;SC;SENADOR;5;PARTIDO ISOLADO;NA;5022;22;PL;PL;1;22;PL;PARTIDO LIBERAL;86325;0;1
1994425101;1994;42;SC;SENADOR;5;COLIGACAO;FRENTE DE SANTA CATARINA;5101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;23;PPS;PARTIDO POPULAR SOCIALISTA;0;0;0
1994425025;1994;42;SC;SENADOR;5;PARTIDO ISOLADO;NA;5025;25;PFL;PFL;1;25;PFL;PARTIDO DA FRENTE LIBERAL;914799;0;1
1994425100;1994;42;SC;SENADOR;5;COLIGACAO;VIVA SANTA CATARINA;5100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;33;PMN;PARTIDO DA MOBILIZACAO NACIONAL;0;0;0
1994425036;1994;42;SC;SENADOR;5;PARTIDO ISOLADO;NA;5036;36;PRN;PRN;1;36;PRN;PARTIDO DA RECONSTRUCAO NACIONAL;86363;0;1
1994425101;1994;42;SC;SENADOR;5;COLIGACAO;FRENTE DE SANTA CATARINA;5101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;0;0;0
1994425100;1994;42;SC;SENADOR;5;COLIGACAO;VIVA SANTA CATARINA;5100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;41;PSD;PARTIDO SOCIAL DEMOCRATICO;0;0;0
1994425100;1994;42;SC;SENADOR;5;COLIGACAO;VIVA SANTA CATARINA;5100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;43;PV;PARTIDO VERDE;0;0;0
1994425100;1994;42;SC;SENADOR;5;COLIGACAO;VIVA SANTA CATARINA;5100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;0;0;0
1994425101;1994;42;SC;SENADOR;5;COLIGACAO;FRENTE DE SANTA CATARINA;5101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0;0;0
1994425101;1994;42;SC;SENADOR;5;COLIGACAO;FRENTE DE SANTA CATARINA;5101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;0;0;0
1994426102;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;UNIAO POR SANTA CATARINA;6102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;11;PPR;PARTIDO PROGRESSISTA REFORMADOR;351502;14043;9
1994426101;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE DE SANTA CATARINA;6101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;12;PDT;PARTIDO DEMOCRATICO TRABALHISTA;150928;3780;9
1994426101;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE DE SANTA CATARINA;6101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;13;PT;PARTIDO DOS TRABALHADORES;125153;29792;9
1994426102;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;UNIAO POR SANTA CATARINA;6102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;22212;645;9
1994426100;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;VIVA SANTA CATARINA;6100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;495681;13970;9
1994426016;1994;42;SC;DEPUTADO FEDERAL;6;PARTIDO ISOLADO;NA;6016;16;PSTU;PSTU;1;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;2073;174;9
1994426100;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;VIVA SANTA CATARINA;6100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;17;PTRB;PARTIDO TRABALHISTA RENOVADOR BRASILEIRO;0;26;9
1994426102;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;UNIAO POR SANTA CATARINA;6102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;20;PSC;PARTIDO SOCIAL CRISTAO;2472;244;9
1994426101;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE DE SANTA CATARINA;6101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;21;PCB;PARTIDO COMUNISTA BRASILEIRO;0;97;9
1994426102;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;UNIAO POR SANTA CATARINA;6102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;22;PL;PARTIDO LIBERAL;16007;877;9
1994426101;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE DE SANTA CATARINA;6101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;23;PPS;PARTIDO POPULAR SOCIALISTA;14299;204;9
1994426102;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;UNIAO POR SANTA CATARINA;6102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;25;PFL;PARTIDO DA FRENTE LIBERAL;297734;5131;9
1994426100;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;VIVA SANTA CATARINA;6100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;33;PMN;PARTIDO DA MOBILIZACAO NACIONAL;547;75;9
1994426036;1994;42;SC;DEPUTADO FEDERAL;6;PARTIDO ISOLADO;NA;6036;36;PRN;PRN;1;36;PRN;PARTIDO DA RECONSTRUCAO NACIONAL;419;1346;9
1994426101;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE DE SANTA CATARINA;6101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;2544;115;9
1994426100;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;VIVA SANTA CATARINA;6100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;41;PSD;PARTIDO SOCIAL DEMOCRATICO;7278;173;9
1994426100;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;VIVA SANTA CATARINA;6100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;43;PV;PARTIDO VERDE;1260;246;9
1994426100;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;VIVA SANTA CATARINA;6100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;1389;78;9
1994426101;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE DE SANTA CATARINA;6101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;31341;3582;9
1994426056;1994;42;SC;DEPUTADO FEDERAL;6;PARTIDO ISOLADO;NA;6056;56;PRONA;PRONA;1;56;PRONA;PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL;1632;4011;9
1994426101;1994;42;SC;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE DE SANTA CATARINA;6101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;16855;221;9
1994427102;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;UNIAO POR SANTA CATARINA;7102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;11;PPR;PARTIDO PROGRESSISTA REFORMADOR;466938;12995;9
1994427101;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;FRENTE DE SANTA CATARINA;7101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;12;PDT;PARTIDO DEMOCRATICO TRABALHISTA;152590;3794;9
1994427101;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;FRENTE DE SANTA CATARINA;7101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;13;PT;PARTIDO DOS TRABALHADORES;171072;21989;9
1994427102;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;UNIAO POR SANTA CATARINA;7102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;49498;664;9
1994427100;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;VIVA SANTA CATARINA;7100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;465968;12931;9
1994427016;1994;42;SC;DEPUTADO ESTADUAL;7;PARTIDO ISOLADO;NA;7016;16;PSTU;PSTU;1;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;918;192;9
1994427100;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;VIVA SANTA CATARINA;7100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;17;PTRB;PARTIDO TRABALHISTA RENOVADOR BRASILEIRO;224;36;9
1994427102;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;UNIAO POR SANTA CATARINA;7102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;20;PSC;PARTIDO SOCIAL CRISTAO;6411;296;9
1994427101;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;FRENTE DE SANTA CATARINA;7101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;21;PCB;PARTIDO COMUNISTA BRASILEIRO;0;99;9
1994427102;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;UNIAO POR SANTA CATARINA;7102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;22;PL;PARTIDO LIBERAL;55897;1003;9
1994427101;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;FRENTE DE SANTA CATARINA;7101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;23;PPS;PARTIDO POPULAR SOCIALISTA;6359;232;9
1994427102;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;UNIAO POR SANTA CATARINA;7102;102;PFL/PL/PPR/PSC/PTB;PPR/PTB/PSC/PL/PFL;5;25;PFL;PARTIDO DA FRENTE LIBERAL;366666;8168;9
1994427100;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;VIVA SANTA CATARINA;7100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;33;PMN;PARTIDO DA MOBILIZACAO NACIONAL;1918;92;9
1994427101;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;FRENTE DE SANTA CATARINA;7101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;3201;90;9
1994427100;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;VIVA SANTA CATARINA;7100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;41;PSD;PARTIDO SOCIAL DEMOCRATICO;4356;179;9
1994427100;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;VIVA SANTA CATARINA;7100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;43;PV;PARTIDO VERDE;2328;244;9
1994427100;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;VIVA SANTA CATARINA;7100;100;PMDB/PMN/PRP/PSD/PTRB/PV;PMDB/PTRB/PMN/PSD/PV/PRP;6;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;954;86;9
1994427101;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;FRENTE DE SANTA CATARINA;7101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;77305;2126;9
1994427101;1994;42;SC;DEPUTADO ESTADUAL;7;COLIGACAO;FRENTE DE SANTA CATARINA;7101;101;PC DO B/PCB/PDT/PPS/PSB/PSDB/PT;PDT/PT/PCB/PPS/PSB/PSDB/PC DO B;7;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;9569;192;9
1994433102;1994;43;RS;GOVERNADOR;3;COLIGACAO;MUDA RIO GRANDE;3102;102;PFL/PPR;PPR/PFL;2;11;PPR;PARTIDO PROGRESSISTA REFORMADOR;393514;0;1
1994433101;1994;43;RS;GOVERNADOR;3;COLIGACAO;FRENTE TRABALHISTA RIO GRANDENSE;3101;101;PDT/PMN/PP;PDT/PMN/PP;3;12;PDT;PARTIDO DEMOCRATICO TRABALHISTA;252915;0;1
1994433100;1994;43;RS;GOVERNADOR;3;COLIGACAO;FRENTE POPULAR;3100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;13;PT;PARTIDO DOS TRABALHADORES;1560992;0;1
1994433103;1994;43;RS;GOVERNADOR;3;COLIGACAO;MOVIMENTO RIO GRANDE UNIDO E FORTE;3103;103;PL/PMDB/PSDB;PMDB/PL/PSDB;3;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;2211270;0;1
1994433100;1994;43;RS;GOVERNADOR;3;COLIGACAO;FRENTE POPULAR;3100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;0;0;0
1994433103;1994;43;RS;GOVERNADOR;3;COLIGACAO;MOVIMENTO RIO GRANDE UNIDO E FORTE;3103;103;PL/PMDB/PSDB;PMDB/PL/PSDB;3;22;PL;PARTIDO LIBERAL;0;0;0
1994433100;1994;43;RS;GOVERNADOR;3;COLIGACAO;FRENTE POPULAR;3100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;23;PPS;PARTIDO POPULAR SOCIALISTA;0;0;0
1994433102;1994;43;RS;GOVERNADOR;3;COLIGACAO;MUDA RIO GRANDE;3102;102;PFL/PPR;PPR/PFL;2;25;PFL;PARTIDO DA FRENTE LIBERAL;0;0;0
1994433101;1994;43;RS;GOVERNADOR;3;COLIGACAO;FRENTE TRABALHISTA RIO GRANDENSE;3101;101;PDT/PMN/PP;PDT/PMN/PP;3;33;PMN;PARTIDO DA MOBILIZACAO NACIONAL;0;0;0
1994433036;1994;43;RS;GOVERNADOR;3;PARTIDO ISOLADO;NA;3036;36;PRN;PRN;1;36;PRN;PARTIDO DA RECONSTRUCAO NACIONAL;27003;0;1
1994433101;1994;43;RS;GOVERNADOR;3;COLIGACAO;FRENTE TRABALHISTA RIO GRANDENSE;3101;101;PDT/PMN/PP;PDT/PMN/PP;3;39;PP;PARTIDO PROGRESSISTA;0;0;0
1994433100;1994;43;RS;GOVERNADOR;3;COLIGACAO;FRENTE POPULAR;3100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;0;0;0
1994433100;1994;43;RS;GOVERNADOR;3;COLIGACAO;FRENTE POPULAR;3100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;43;PV;PARTIDO VERDE;0;0;0
1994433103;1994;43;RS;GOVERNADOR;3;COLIGACAO;MOVIMENTO RIO GRANDE UNIDO E FORTE;3103;103;PL/PMDB/PSDB;PMDB/PL/PSDB;3;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0;0;0
1994433056;1994;43;RS;GOVERNADOR;3;PARTIDO ISOLADO;NA;3056;56;PRONA;PRONA;1;56;PRONA;PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL;48576;0;1
1994433100;1994;43;RS;GOVERNADOR;3;COLIGACAO;FRENTE POPULAR;3100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;0;0;0
1994435102;1994;43;RS;SENADOR;5;COLIGACAO;MUDA RIO GRANDE;5102;102;PFL/PPR;PPR/PFL;2;11;PPR;PARTIDO PROGRESSISTA REFORMADOR;791409;0;1
1994435101;1994;43;RS;SENADOR;5;COLIGACAO;FRENTE TRABALHISTA RIO GRANDENSE;5101;101;PDT/PMN/PP;PDT/PMN/PP;3;12;PDT;PARTIDO DEMOCRATICO TRABALHISTA;896643;0;1
1994435100;1994;43;RS;SENADOR;5;COLIGACAO;FRENTE POPULAR;5100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;13;PT;PARTIDO DOS TRABALHADORES;919568;0;1
1994435014;1994;43;RS;SENADOR;5;PARTIDO ISOLADO;NA;5014;14;PTB;PTB;1;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;1164989;0;1
1994435103;1994;43;RS;SENADOR;5;COLIGACAO;MOVIMENTO RIO GRANDE UNIDO E FORTE;5103;103;PL/PMDB/PSDB;PMDB/PL/PSDB;3;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;2774900;0;1
1994435100;1994;43;RS;SENADOR;5;COLIGACAO;FRENTE POPULAR;5100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;0;0;0
1994435103;1994;43;RS;SENADOR;5;COLIGACAO;MOVIMENTO RIO GRANDE UNIDO E FORTE;5103;103;PL/PMDB/PSDB;PMDB/PL/PSDB;3;22;PL;PARTIDO LIBERAL;0;0;0
1994435100;1994;43;RS;SENADOR;5;COLIGACAO;FRENTE POPULAR;5100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;23;PPS;PARTIDO POPULAR SOCIALISTA;0;0;0
1994435102;1994;43;RS;SENADOR;5;COLIGACAO;MUDA RIO GRANDE;5102;102;PFL/PPR;PPR/PFL;2;25;PFL;PARTIDO DA FRENTE LIBERAL;0;0;0
1994435101;1994;43;RS;SENADOR;5;COLIGACAO;FRENTE TRABALHISTA RIO GRANDENSE;5101;101;PDT/PMN/PP;PDT/PMN/PP;3;33;PMN;PARTIDO DA MOBILIZACAO NACIONAL;0;0;0
1994435036;1994;43;RS;SENADOR;5;PARTIDO ISOLADO;NA;5036;36;PRN;PRN;1;36;PRN;PARTIDO DA RECONSTRUCAO NACIONAL;50837;0;1
1994435101;1994;43;RS;SENADOR;5;COLIGACAO;FRENTE TRABALHISTA RIO GRANDENSE;5101;101;PDT/PMN/PP;PDT/PMN/PP;3;39;PP;PARTIDO PROGRESSISTA;0;0;0
1994435100;1994;43;RS;SENADOR;5;COLIGACAO;FRENTE POPULAR;5100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;687882;0;1
1994435100;1994;43;RS;SENADOR;5;COLIGACAO;FRENTE POPULAR;5100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;43;PV;PARTIDO VERDE;0;0;0
1994435103;1994;43;RS;SENADOR;5;COLIGACAO;MOVIMENTO RIO GRANDE UNIDO E FORTE;5103;103;PL/PMDB/PSDB;PMDB/PL/PSDB;3;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0;0;0
1994435056;1994;43;RS;SENADOR;5;PARTIDO ISOLADO;NA;5056;56;PRONA;PRONA;1;56;PRONA;PARTIDO DA REEDIFICACAO DA ORDEM NACIONAL;83093;0;1
1994435100;1994;43;RS;SENADOR;5;COLIGACAO;FRENTE POPULAR;5100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;65;PC DO B;PARTIDO COMUNISTA DO BRASIL;0;0;0
1994436102;1994;43;RS;DEPUTADO FEDERAL;6;COLIGACAO;MUDA RIO GRANDE;6102;102;PFL/PPR;PPR/PFL;2;11;PPR;PARTIDO PROGRESSISTA REFORMADOR;652489;17178;9
1994436101;1994;43;RS;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE TRABALHISTA RIO GRANDENSE;6101;101;PDT/PMN/PP;PDT/PMN/PP;3;12;PDT;PARTIDO DEMOCRATICO TRABALHISTA;495772;43874;9
1994436100;1994;43;RS;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE POPULAR;6100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;13;PT;PARTIDO DOS TRABALHADORES;515722;160189;9
1994436014;1994;43;RS;DEPUTADO FEDERAL;6;PARTIDO ISOLADO;NA;6014;14;PTB;PTB;1;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;262982;17992;9
1994436103;1994;43;RS;DEPUTADO FEDERAL;6;COLIGACAO;MOVIMENTO RIO GRANDE UNIDO E FORTE;6103;103;PL/PMDB/PSDB;PMDB/PL/PSDB;3;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO;823215;41184;9
1994436100;1994;43;RS;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE POPULAR;6100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;3998;427;9
1994436020;1994;43;RS;DEPUTADO FEDERAL;6;PARTIDO ISOLADO;NA;6020;20;PSC;PSC;1;20;PSC;PARTIDO SOCIAL CRISTAO;955;317;9
1994436103;1994;43;RS;DEPUTADO FEDERAL;6;COLIGACAO;MOVIMENTO RIO GRANDE UNIDO E FORTE;6103;103;PL/PMDB/PSDB;PMDB/PL/PSDB;3;22;PL;PARTIDO LIBERAL;24599;930;9
1994436100;1994;43;RS;DEPUTADO FEDERAL;6;COLIGACAO;FRENTE POPULAR;6100;100;PC DO B/PPS/PSB/PSTU/PT/PV;PT/PSTU/PPS/PSB/PV/PC DO B;6;23;PPS;PARTIDO POPULAR SOCIALISTA;9008;377;9
1994436102;1994;43;RS;DEPUTADO FEDERAL;6;COLIGACAO;MUDA RIO GRANDE;6102;102;PFL/PPR;PPR/PFL;2;25;PFL;PARTIDO DA FRENTE LIBERAL;83012;1148;9
